Genes,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62
Hsa.7877,10.29034127,9.887494317,10.51505582,10.82183402,11.07365614,11.13308813,11.28240216,10.78710647,11.52325043,10.98638845,11.64708896,10.92983537,10.9205578,10.79857266,11.61942862,11.97838427,11.54484053,10.66370916,11.14978768,10.98638845,10.55617784,9.852448713,11.74489384,10.86317875,11.38387506,10.55617784,10.89912848,11.41062428,10.37831251,10.82183402,10.68987049,11.3248409,12.44432599,11.26296974,10.64331159,11.45214598,10.05457369,12.03401782,10.47031135,11.24603756,11.1207522,10.7461311,10.67584737,11.3633593,10.50361691,11.3633593,11.49923365,9.887494317,10.34123042,11.04101204,11.54484053,11.71348498,11.52325043,11.14978768,11.07365614,11.08957051,10.84792936,11.21353984,11.14978768,10.15649252,10.72223615,11.07365614
Has9.1400,11.1680032,11.18382795,11.67486278,11.86162025,10.09420563,9.803089775,11.26296974,10.70126957,11.07365614,9.583951994,8.623155802,10.7567274,11.1680032,11.1680032,10.7461311,11.1680032,11.02115226,11.02115226,10.9205578,9.42624852,11.1680032,11.21353984,10.12113701,10.98638845,10.92983537,10.84792936,11.05625705,11.56843571,11.08957051,10.45759105,11.05625705,9.606129657,10.29696948,10.92983537,10.7356637,10.17819337,11.24603756,10.274157,10.54503826,10.70126957,10.29034127,9.868422069,9.82501082,9.815137153,10.34968751,9.574248948,9.687543878,10.21779377,9.624370681,10.43814862,11.02115226,10.39133472,10.61909998,10.98638845,9.731546231,9.757673622,10.83618846,10.32452555,10.39133472,10.12872777,10.14933268,10.19499112
HSAC07                                                                                                                                                                                                                                                                    ,11.22920307,11.38387506,11.28240216,11.61942862,10.56539695,11.28240216,10.45759105,11.34145471,10.17083973,11.10387059,10.25646248,11.49923365,10.88660755,11.28240216,11.24603756,9.346173054,10.71246057,10.94505769,10.68987049,11.1680032,11.07365614,11.59457594,9.499967692,10.88660755,10.25646248,11.1680032,11.28240216,10.56539695,11.14978768,10.68987049,11.56843571,11.59457594,10.80830408,10.7461311,11.82799396,10.68987049,9.554209748,10.7356637,11.49923365,10.84792936,10.83618846,11.82799396,12.03401782,11.05625705,12.20955035,11.00494963,10.65383856,12.15132062,11.77686565,12.26332742,11.08957051,10.90885648,10.98638845,11.38387506,10.92983537,11.61942862,10.89912848,10.66370916,10.70126957,11.82799396,10.56539695,11.59457594
Hsa.8068,11.10387059,10.19499112,9.94446766,10.31740058,11.59457594,10.94505769,10.95857482,10.25646248,11.71348498,10.45759105,11.22920307,10.57696154,11.34145471,10.9205578,11.42976375,11.13308813,11.97838427,10.89912848,11.77686565,11.38387506,10.9205578,10.04899326,11.48011655,10.82183402,11.61942862,10.58717668,10.94505769,11.38387506,10.32452555,11.05625705,10.72223615,11.18382795,11.64708896,11.02115226,10.43018679,11.86162025,10.49414491,12.20955035,10.48088888,11.48011655,10.9205578,10.54503826,10.64331159,11.56843571,10.17083973,11.71348498,11.52325043,9.400878404,10.1364287,10.71246057,11.1680032,11.74489384,11.61942862,10.92983537,10.66370916,10.84792936,10.40958153,11.3248409,11.26296974,9.687543878,10.89912848,10.68987049
Hsa.1139,11.71348498,12.26332742,11.82799396,12.15132062,11.1680032,11.61942862,11.48011655,11.56843571,11.28240216,11.67486278,9.708527967,11.9366507,11.38387506,11.48011655,11.71348498,11.14978768,10.45759105,11.14978768,11.49923365,10.87455307,11.64708896,11.77686565,10.24215281,10.79857266,10.95857482,11.89052177,11.64708896,11.89052177,11.86162025,11.28240216,11.89052177,10.43018679,10.60864622,11.34145471,12.20955035,11.10387059,11.67486278,10.94505769,11.41062428,11.21353984,12.03401782,12.07438309,11.54484053,10.79857266,11.82799396,10.7567274,10.70126957,12.54138788,10.66370916,11.13308813,10.83618846,10.97222513,12.03401782,12.83988119,11.74489384,10.9205578,12.26332742,11.74489384,10.97222513,12.15132062,11.22920307,11.00494963
Hsa.27083,10.82183402,10.56539695,10.21779377,10.05968441,10.79857266,10.87455307,10.40126887,10.17819337,9.483099647,10.94505769,10.56539695,10.32452555,10.25646248,10.17819337,10.7567274,9.667253212,9.852448713,9.735765091,9.76855173,10.79857266,10.87455307,11.10387059,10.71246057,10.83618846,9.864054562,10.25646248,10.33248201,10.1364287,10.58717668,10.35891329,10.21046004,10.21046004,10.40126887,10.25646248,9.901126495,9.887494317,10.31740058,9.777358996,10.83618846,10.54503826,10.07217302,10.71246057,10.36667861,9.846233717,10.58717668,10.4489732,10.12113701,10.87455307,11.52325043,10.12872777,10.95857482,10.05457369,10.37831251,10.47031135,11.19828413,10.86317875,10.22545294,9.996889155,9.895922386,10.98638845,10.86317875,10.55617784
Hsa.3006,11.64708896,11.26296974,11.21353984,11.52325043,9.925144507,10.274157,11.74489384,10.24215281,11.61942862,10.24968733,11.82799396,11.64708896,11.13308813,10.70126957,10.83618846,11.28240216,12.03401782,11.05625705,11.07365614,10.29696948,11.34145471,11.02115226,10.31740058,10.78710647,10.7461311,11.41062428,11.56843571,11.08957051,11.28240216,11.59457594,10.77084103,11.3633593,11.59457594,10.86317875,11.41062428,10.59684229,11.3248409,10.39133472,10.16425877,11.49923365,10.7567274,9.906949252,10.39133472,11.1680032,10.7461311,9.717693281,10.00889506,10.19499112,11.08957051,11.07365614,11.14978768,11.10387059,10.7567274,9.370907429,10.71246057,9.418934267,9.596726593,11.04101204,10.86317875,10.56539695,10.47031135,10.60864622
Hsa.5398,11.00494963,10.51505582,10.274157,10.9205578,11.3248409,11.45214598,11.30076954,10.84792936,12.03401782,10.83618846,12.07438309,10.86317875,11.64708896,11.38387506,12.03401782,12.03401782,11.74489384,10.83618846,11.9366507,11.3633593,11.22920307,10.36667861,12.44432599,10.77084103,11.67486278,11.22920307,10.90885648,11.64708896,10.98638845,11.13308813,11.18382795,11.22920307,11.54484053,11.67486278,10.7567274,11.97838427,11.08957051,12.65703872,10.94505769,12.11268621,10.89912848,10.94505769,9.713562791,11.71348498,10.39133472,11.82799396,11.54484053,9.219246213,9.98284411,10.84792936,10.32452555,11.77686565,11.28240216,11.21353984,9.545760415,11.14978768,9.777358996,11.64708896,11.89052177,9.216101605,11.02115226,11.26296974
Hsa.2299,10.06630906,10.80830408,9.717693281,9.671824379,10.59684229,10.41931121,9.938999736,10.7567274,9.140171321,11.54484053,10.48088888,9.957108362,10.49414491,10.54503826,10.12872777,9.777358996,9.667253212,10.65383856,9.400878404,11.00494963,10.36667861,11.3248409,10.08023944,10.7356637,9.969444316,11.1207522,11.1207522,10.61909998,11.38387506,11.22920307,10.36667861,10.98638845,10.41931121,10.54503826,10.78710647,10.21046004,10.59684229,10.53399641,10.67584737,9.864054562,9.682219299,10.61909998,10.14933268,10.29696948,11.45214598,9.925144507,9.963314232,11.54484053,10.61909998,10.21046004,10.06630906,9.76855173,9.990155672,9.880658867,10.14344946,10.64331159,9.564874743,9.691163781,10.41931121,10.97222513,9.731546231,10.39133472
Hsa10.1013,10.66370916,11.54484053,11.24603756,11.38387506,11.02115226,10.97222513,10.64331159,10.61909998,11.56843571,10.7567274,9.35816553,11.00494963,11.02115226,10.90885648,10.84792936,11.18382795,9.815137153,10.7461311,10.78710647,10.78710647,10.24968733,10.90885648,10.65383856,11.18382795,10.18594865,9.990155672,10.17819337,9.671824379,10.12872777,10.15649252,10.2351949,8.944298326,9.334979662,9.741851857,10.60864622,9.446733478,10.70126957,9.206971403,10.84792936,10.14344946,11.05625705,10.78710647,10.77084103,10.00192298,10.274157,9.475300008,9.94446766,10.7567274,10.70126957,10.7567274,10.90885648,9.873864535,11.1680032,11.02115226,10.15649252,10.78710647,10.92983537,10.52482225,10.43018679,11.13308813,10.79857266,10.66370916
UMGAP                                                                                                                                                                                                                                                                        ,11.38387506,10.48088888,10.9205578,11.18382795,10.95857482,10.57696154,11.18382795,11.1680032,10.52482225,10.34123042,10.71246057,10.68987049,10.97222513,10.7461311,11.07365614,10.86317875,11.05625705,10.86317875,10.88660755,10.82183402,12.03401782,10.95857482,10.53399641,10.65383856,11.04101204,10.9205578,11.41062428,11.22920307,11.3248409,11.71348498,12.03401782,10.78710647,10.9205578,11.1207522,11.21353984,11.21353984,10.29034127,11.52325043,10.87455307,11.13308813,11.24603756,10.34123042,10.89912848,10.95857482,10.92983537,11.08957051,10.94505769,10.45759105,10.77084103,10.95857482,11.38387506,10.7567274,11.38387506,10.64331159,11.02115226,10.60864622,10.274157,10.97222513,11.49923365,10.65383856,10.94505769,10.41931121
Hsa.2221,10.09420563,10.05968441,9.782453219,9.48752272,11.24603756,9.963314232,10.63090326,9.542700835,8.974534401,10.88660755,11.71348498,10.10194857,10.39133472,10.50361691,10.22545294,10.7567274,10.29034127,9.777358996,10.01639585,10.57696154,10.15649252,10.39133472,10.97222513,10.61909998,10.84792936,10.79857266,11.34145471,11.19828413,11.48011655,11.24603756,10.7356637,10.51505582,10.7567274,10.68987049,10.48088888,10.30575986,11.30076954,10.78710647,10.55617784,11.05625705,10.08023944,9.203406816,10.21046004,10.36667861,11.00494963,10.11500294,10.49414491,9.846233717,10.45759105,10.50361691,10.65383856,9.895922386,10.41931121,9.819591448,10.24968733,10.19499112,9.82501082,10.7356637,11.10387059,10.48088888,10.274157,10.21779377
Hsa.1238,10.92983537,11.48011655,10.7461311,11.49923365,10.274157,10.50361691,11.02115226,10.32452555,10.89912848,10.21046004,8.492110974,11.04101204,10.43814862,10.92983537,11.74489384,11.38387506,10.06630906,10.59684229,10.25646248,9.873864535,11.86162025,11.30076954,10.57696154,10.52482225,10.98638845,11.00494963,11.08957051,10.9205578,10.97222513,10.79857266,11.82799396,10.18594865,9.731546231,10.80830408,11.38387506,10.10194857,10.07217302,10.28176237,11.38387506,10.34123042,11.77686565,10.87455307,11.10387059,10.08023944,11.42976375,9.791565449,10.59684229,11.22920307,10.49414491,11.28240216,11.30076954,10.66370916,11.89052177,11.64708896,10.40126887,10.58717668,10.59684229,11.61942862,11.41062428,11.04101204,10.90885648,11.18382795
Hsa.6039,10.67584737,11.07365614,9.353828732,10.43018679,11.18382795,11.24603756,10.58717668,11.41062428,10.83618846,10.89912848,9.846233717,10.55617784,11.07365614,11.02115226,11.1207522,10.63090326,10.48088888,11.1207522,11.1207522,11.48011655,10.50361691,10.67584737,11.3633593,10.65383856,11.3248409,10.30575986,10.55617784,10.64331159,9.815137153,10.84792936,10.43814862,11.14978768,11.28240216,10.57696154,10.88660755,11.9366507,8.559191418,10.88660755,11.1680032,10.82183402,10.88660755,11.45214598,11.3248409,10.54503826,10.83618846,11.1680032,10.31740058,11.3633593,10.67584737,10.83618846,10.61909998,11.14978768,10.89912848,11.28240216,10.80830408,11.10387059,9.44291374,9.975409552,10.57696154,10.49414491,11.38387506,11.19828413
Hsa.98,9.925144507,10.39133472,10.35891329,10.63090326,10.90885648,11.00494963,11.08957051,10.65383856,10.80830408,10.70126957,9.94446766,10.08023944,10.7461311,10.12872777,11.00494963,10.1081467,11.13308813,11.18382795,11.30076954,10.97222513,10.92983537,10.1081467,11.45214598,10.50361691,11.13308813,9.932365506,10.60864622,10.0874021,10.47031135,10.86317875,11.24603756,11.9366507,11.49923365,10.98638845,10.70126957,11.59457594,10.37831251,11.13308813,10.60864622,10.49414491,10.51505582,11.08957051,11.00494963,11.1207522,10.40126887,11.05625705,11.05625705,11.1680032,10.29034127,10.29696948,11.45214598,10.61909998,10.83618846,10.58717668,10.48088888,10.97222513,10.7461311,10.08023944,11.13308813,10.31740058,11.45214598,10.78710647
Hsa.2019,10.59684229,10.9205578,10.14344946,9.925144507,10.67584737,10.30575986,10.78710647,10.14344946,9.829554471,11.05625705,11.26296974,10.36667861,11.3248409,11.08957051,10.49414491,11.22920307,10.89912848,10.1364287,10.20112258,10.43814862,10.86317875,11.24603756,10.9205578,10.48088888,10.82183402,11.21353984,11.3633593,10.94505769,11.77686565,11.38387506,10.7567274,11.28240216,10.89912848,10.88660755,10.41931121,10.31740058,11.52325043,10.50361691,10.90885648,11.26296974,10.24968733,9.782453219,10.7356637,10.83618846,11.41062428,10.20112258,10.9205578,10.61909998,11.19828413,11.08957051,10.84792936,10.49414491,10.35891329,9.925144507,11.10387059,10.88660755,10.47031135,10.9205578,10.7567274,10.87455307,10.52482225,10.89912848
Hsa1.1732,12.11268621,11.49923365,10.01639585,10.49414491,9.264425952,9.996889155,9.027880587,10.274157,10.04250777,9.829554471,9.331376048,10.98638845,10.34968751,10.30575986,10.40126887,11.10387059,10.01639585,10.36667861,10.00192298,9.462797437,9.727550513,11.26296974,9.516676372,10.41931121,9.279102424,9.829554471,10.24968733,10.92983537,11.21353984,8.672734425,10.79857266,9.796862044,10.04899326,10.45759105,11.30076954,9.288671499,10.92983537,8.93661467,11.89052177,10.68987049,12.11268621,11.34145471,11.02115226,8.772963679,11.48011655,9.225100126,10.11500294,12.07438309,11.3248409,10.86317875,10.52482225,10.43018679,11.24603756,11.86162025,11.54484053,11.3248409,12.07438309,11.56843571,10.21046004,11.54484053,10.2351949,11.3248409
Hsa.5363,10.86317875,10.66370916,10.21046004,10.45759105,11.10387059,10.90885648,10.60864622,10.7356637,11.89052177,10.47031135,11.05625705,10.72223615,10.82183402,10.98638845,11.64708896,11.52325043,11.41062428,10.14344946,11.45214598,10.68987049,10.90885648,10.09420563,11.82799396,10.37831251,11.28240216,10.4489732,10.31740058,11.34145471,10.4489732,10.97222513,11.02115226,10.58717668,11.3633593,11.3248409,10.83618846,11.52325043,10.40958153,11.45214598,10.58717668,11.18382795,10.48088888,10.4489732,10.52482225,11.28240216,10.45759105,10.78710647,11.21353984,9.560880714,10.04899326,11.38387506,10.88660755,11.64708896,11.54484053,11.05625705,10.45759105,10.7567274,10.37831251,10.16425877,11.05625705,9.796862044,10.71246057,11.08957051
Hsa.8093,10.11500294,9.52516557,9.35816553,9.455329209,10.53399641,11.08957051,9.777358996,10.21779377,10.7567274,10.67584737,9.963314232,9.583951994,10.56539695,10.22545294,10.57696154,9.996889155,10.39133472,10.12113701,10.84792936,11.05625705,9.74716214,9.98284411,10.17083973,10.35891329,10.40126887,9.232607379,9.624370681,9.895922386,9.175801436,9.491849218,9.94446766,10.2351949,10.08023944,9.963314232,10.01639585,10.04250777,9.412047004,10.24968733,10.24968733,10.04250777,9.529459522,10.67584737,10.1081467,9.996889155,9.834733283,10.40126887,9.84007206,9.864054562,10.12872777,10.05968441,10.7567274,10.63090326,10.22545294,10.37831251,10.05968441,10.51505582,10.05968441,9.44291374,9.94446766,9.269855121,9.829554471,10.32452555
Hsa.5444,10.37831251,10.11500294,9.404237866,10.06630906,11.86162025,10.71246057,10.97222513,10.41931121,11.26296974,10.0874021,10.84792936,10.17819337,11.59457594,10.39133472,11.02115226,11.21353984,10.88660755,10.47031135,11.48011655,10.54503826,10.24215281,9.735765091,11.42976375,10.34968751,11.34145471,10.71246057,10.56539695,11.30076954,10.18594865,10.66370916,10.49414491,10.36667861,11.22920307,11.19828413,10.31740058,12.07438309,10.84792936,11.77686565,10.18594865,11.19828413,10.60864622,10.25646248,10.06630906,11.74489384,9.773846685,11.61942862,11.3633593,9.773846685,9.773846685,10.68987049,10.82183402,11.45214598,10.86317875,10.61909998,10.54503826,10.17819337,10.0874021,10.70126957,11.3633593,9.534353719,11.18382795,10.50361691
Hsa.3094,10.94505769,10.7461311,10.7567274,10.83618846,9.470919584,9.687543878,10.89912848,9.975409552,10.4489732,10.09420563,11.54484053,11.34145471,10.26541277,10.53399641,10.59684229,10.79857266,11.45214598,10.98638845,10.12113701,10.06630906,11.04101204,10.40958153,10.1081467,10.34123042,10.1081467,10.45759105,10.9205578,10.53399641,10.86317875,10.95857482,10.25646248,10.7356637,11.08957051,9.94446766,10.65383856,10.18594865,10.03698028,10.36667861,10.12113701,11.08957051,10.1364287,10.45759105,11.1207522,11.38387506,10.77084103,10.80830408,10.24968733,10.37831251,10.9205578,10.51505582,10.77084103,10.71246057,10.63090326,9.545760415,10.83618846,10.03698028,9.938999736,11.13308813,11.1680032,10.88660755,10.87455307,10.90885648
Hsa.1949,9.773846685,10.29696948,9.791565449,9.435092866,10.35891329,9.246968868,10.04899326,9.077360168,9.147197127,10.4489732,10.63090326,9.505177031,11.14978768,10.34123042,9.969444316,10.01639585,10.49414491,10.11500294,9.203406816,10.00192298,10.58717668,10.78710647,10.49414491,10.60864622,10.30575986,10.88660755,11.02115226,10.49414491,11.07365614,11.04101204,9.963314232,10.92983537,10.37831251,10.43814862,10.04250777,10.57696154,10.65383856,11.00494963,9.925144507,10.28176237,9.346173054,9.583951994,10.30575986,9.868422069,10.70126957,10.19499112,10.48088888,10.58717668,10.28176237,10.20112258,10.30575986,9.803089775,9.261315076,9.334979662,10.49414491,9.610673037,9.516676372,9.583951994,9.957108362,10.29696948,10.20112258,9.583951994
Hsa.361,11.13308813,11.22920307,10.63090326,11.05625705,10.80830408,10.4489732,11.52325043,11.24603756,11.59457594,11.02115226,11.19828413,11.59457594,10.15649252,10.36667861,10.82183402,9.727550513,10.7567274,11.54484053,11.38387506,10.67584737,11.54484053,10.79857266,10.78710647,10.29696948,10.72223615,11.71348498,11.10387059,11.14978768,11.54484053,11.14978768,10.82183402,11.49923365,11.14978768,10.79857266,11.45214598,10.4489732,11.26296974,10.14344946,10.17083973,10.45759105,11.64708896,11.42976375,11.56843571,11.14978768,11.10387059,11.19828413,10.40958153,11.14978768,11.05625705,10.19499112,11.3248409,11.1680032,10.51505582,9.969444316,11.21353984,10.4489732,10.34968751,10.41931121,10.58717668,10.95857482,11.74489384,11.05625705
Hsa.8125,10.34968751,10.89912848,9.596726593,9.296376362,10.28176237,11.71348498,10.06630906,10.55617784,9.346173054,11.1680032,8.822550273,10.28176237,10.67584737,11.18382795,10.90885648,11.34145471,10.07217302,11.89052177,9.596726593,11.86162025,9.216101605,10.43814862,9.969444316,11.67486278,9.39683711,8.662659763,9.963314232,9.315666727,9.191171874,9.439292357,9.880658867,9.975409552,9.852448713,9.534353719,9.695625414,10.34968751,8.847645401,9.912367614,11.21353984,10.0874021,9.64573948,11.05625705,10.92983537,9.834733283,10.4489732,9.938999736,9.279102424,11.1207522,11.1680032,10.41931121,9.803089775,10.79857266,10.34123042,11.3248409,10.1081467,11.97838427,10.55617784,9.938999736,10.80830408,10.90885648,9.887494317,11.21353984
Hsa.2361,10.20112258,10.63090326,9.077360168,9.521041869,10.24968733,10.48088888,9.400878404,10.82183402,8.880111282,11.48011655,8.32742588,9.829554471,10.09420563,10.64331159,9.887494317,9.708527967,10.31740058,11.07365614,10.04250777,11.08957051,9.408260565,11.54484053,10.39133472,10.94505769,9.858818496,9.791565449,10.22545294,10.274157,10.78710647,9.702972223,9.852448713,10.4489732,9.708527967,8.891377536,10.21046004,9.126627878,9.59270056,8.897418058,11.24603756,10.72223615,9.455329209,10.16425877,10.94505769,9.658603091,11.28240216,9.113164099,9.763245838,10.64331159,11.30076954,10.88660755,10.1364287,9.516676372,8.815382779,10.2351949,9.873864535,10.87455307,9.293308477,9.219246213,9.925144507,11.64708896,9.102038766,10.71246057
