ID	CPG_ISLAND_LOCATIONS
cg01221637	20 30533695 30536491
cg01222684	5 159368523 159368894
cg01226811	12 21818539 21819387
cg01226883	1 11787877 11789059
cg01227741	7 149841790 149842156
cg01228636	10 89611198 89614163
cg01228667	X 135940964 135942626
cg01230160	2 233927127 233929126
cg01231779	14 51604216 51606602
cg01234063	11 125730423 125731406
cg01234133	17 45632846 45634134
cg01236137	5 32621194 32622277
cg01241375	9 101900443 101901959
cg01241836	X 48787271 48788747
cg01242619	8 145120975 145121542
cg01244871	8 87589421 87590364
cg01245595	21 46472497 46474220
cg01245656	7 97339002 97340001
cg01246254	10 124123816 124125223
cg01246405	11 3832683 3834023
cg01249910	17 7471274 7472044
cg01251255	7 72359950 72361264
cg01252496	19 17186672 17187660
cg01253107	9 35092588 35093583
cg01253545	22 29885648 29886833
cg01254459	14 52243356 52244267
cg01255349	12 27567877 27568602
cg01257202	X 153643870 153645527
cg01259619	1 224991084 224993760
cg01261535	16 4836517 4838674
cg01263716	11 2906274 2908366
cg01264826	2 218971016 218973920
cg01267315	1 44643411 44646774
cg01272601	2 69723355 69725389
cg01273150	12 107648175 107650252
cg01275830	10 104201723 104201933
cg01277844	1 153200467 153201542
cg01278696	4 144653650 144655340
cg01280080	2 215884284 215885543
cg01281797	1 149404707 149405926
cg01281904	8 54327302 54327509
cg01282074	5 172593183 172594999
cg01282432	14 56115835 56116669
cg01283289	12 79995525 79996362
cg01284619	19 540330 542851
cg01288067	9 36562218 36563870
cg01288598	6 14225418 14226339
cg01289103	17 36074791 36075026
cg01291404	12 46681493 46685080
cg01292265	20 2580376 2582171
cg01293647	17 35017446 35018010
cg01294695	15 88094552 88095740
cg01294702	17 71647419 71649480
cg01295203	8 71144163 71147771
cg01297972	18 71124525 71124736
cg01299496	15 32421313 32422837
cg01301664	5 52811100 52812543
cg01302245	11 128318606 128318876
cg01305547	4 1863064 1863442
cg01305625	5 131620858 131621718
cg01306510	6 36754176 36756609
cg01307730	6 25834320 25834896
cg01308501	3 161189034 161189831
cg01308601	12 115659335 115660914
cg01309153	9 135214423 135214627
cg01309671	X 133768631 133769176
cg01311285	4 177353267 177354026
cg01313514	1 226260592 226262296
cg01313966	18 46155110 46155708
cg01316071	14 94946744 94946949
cg01316516	11 18372342 18373584
cg01316789	20 33715695 33717580
cg01316819	12 53268136 53269365
cg01318557	7 73261846 73262293
cg01320040	21 42302150 42304718
cg01320361	6 108385245 108387201
cg01321151	11 915181 916508
cg01322079	6 166675498 166676609
cg01322134	1 226260592 226262296
cg01322897	12 49727317 49728864
cg01325515	X 153534625 153534975
cg01328164	9 35804578 35805692
cg01331554	4 76816555 76818076
cg01333131	14 102592536 102594380
cg01333619	11 133598609 133600792
cg01334437	8 55176417 55177361
cg01340005	3 182911974 182913948
cg01343729	16 30490076 30491410
cg01344171	6 43720593 43721485
cg01344452	17 52265332 52267632
cg01346152	1 12599449 12601356
cg01346589	1 17638014 17639215
cg01346718	22 37042456 37043961
cg01350700	17 77588174 77589816
cg01352108	11 63815450 63816817
cg01352882	16 669403 671740
cg01353347	X 152937871 152939016
cg01354473	7 27170287 27173690
cg01355520	2 26320409 26322018
cg01355739	20 56847904 56850722
cg01356829	1 67545435 67546605
cg01357116	4 94968356 94970368
cg01357263	12 120943531 120946120
cg01360325	10 105117518 105118512
cg01360768	11 18504520 18505399
cg01362183	6 149679570 149681495
cg01366407	1 153222049 153222617
cg01366419	7 70233977 70236507
cg01369850	19 56766084 56766679
cg01369981	12 120219770 120220508
cg01371258	6 27548315 27549466
cg01371477	1 148473407 148474609
cg01372605	12 48791330 48792807
cg01372689	17 77279932 77281470
cg01373706	11 18676474 18677596
cg01374047	16 3013862 3014613
cg01375994	X 3271570 3272047
cg01376672	12 120274106 120275124
cg01377755	1 145609860 145610267
cg01377911	19 54259762 54260343
cg01381846	7 27170287 27173690
cg01382363	1 170016843 170018381
cg01385430	1 148305518 148306511
cg01389761	3 170964747 170965844
cg01390445	3 186753961 186754463
cg01395672	17 27700991 27701895
cg01399317	8 144880068 144883005
cg01400401	19 4720438 4720853
cg01401337	9 95377857 95379808
cg01401376	6 133603260 133605886
cg01402045	8 43066626 43068689
cg01403114	5 64894377 64895278
cg01404197	11 113149419 113149922
cg01404615	4 108177508 108178160
cg01405107	17 44025432 44027432
cg01405761	8 62362917 62363625
cg01407244	8 23016236 23017035
cg01407797	22 27498462 27499642
cg01408383	X 15263165 15263963
cg01409734	12 111047412 111048617
cg01410472	8 76059047 76060044
cg01411954	1 222584257 222584984
cg01412445	15 70765132 70765969
cg01413314	3 50304416 50305233
cg01413516	19 17792758 17793397
cg01418124	4 86614989 86615206
cg01419479	1 180626132 180628323
cg01419675	2 20509845 20511862
cg01419679	21 45117025 45119447
cg01419788	14 92650807 92652611
cg01420388	1 11636689 11637955
cg01422136	5 132389576 132390537
cg01422337	19 53444604 53444823
cg01424107	13 27440079 27441627
cg01425405	17 45425520 45427850
cg01425670	1 72520909 72522907
cg01426743	1 177260801 177261024
cg01428361	17 45910896 45911677
cg01428678	14 66043764 66046105
cg01429181	1 158498201 158499181
cg01429321	5 121440312 121442369
cg01429996	9 99858363 99859406
cg01430807	10 102278990 102279859
cg01431114	6 165993753 165998329
cg01438829	17 23669254 23670883
cg01439669	5 73971329 73973769
cg01439983	2 61097460 61098922
cg01441777	22 37044299 37044505
cg01442481	20 32044248 32046350
cg01442799	11 101485757 101488001
cg01442833	12 108018939 108020954
cg01443067	15 48502962 48504266
cg01443452	19 40715859 40717062
cg01443630	16 1463327 1465791
cg01446983	17 45109732 45110886
cg01447420	11 61316278 61317629
cg01447498	1 229730484 229731400
cg01447817	2 241278857 241279068
cg01449415	16 3124177 3125558
cg01454004	6 74419674 74420923
cg01454134	19 61377980 61378572
cg01457080	14 76348169 76349228
cg01457622	22 21318788 21319010
cg01457653	16 65750466 65750747
cg01459162	1 17446847 17447330
cg01459955	5 357277 357537
cg01460479	1 227760204 227761990
cg01461641	1 224136193 224137989
cg01462829	4 11038932 11040428
cg01462904	3 46991875 46994037
cg01464985	2 27659123 27659757
cg01465325	10 50416443 50417898
cg01465620	3 38469984 38472334
cg01465641	21 33936459 33937724
cg01466020	1 153924032 153926450
cg01466075	3 151746137 151747524
cg01468621	11 1366566 1368933
cg01468868	22 28972079 28972835
cg01470283	20 34004818 34006546
cg01471384	4 108175935 108177125
cg01471713	1 218929981 218931062
cg01473816	11 34491755 34491993
cg01478450	10 72748710 72749545
cg01481441	12 119608293 119610337
cg01482279	17 35336728 35337685
cg01483882	20 32755053 32756369
cg01485645	17 34111623 34115925
cg01485797	11 799094 800873
cg01485998	1 211190125 211191842
cg01488147	7 94131111 94132325
cg01489608	16 66536459 66536674
cg01490535	11 71175055 71176842
cg01491225	5 80632781 80633508
cg01492649	11 86426154 86426922
cg01493303	19 53640741 53641505
cg01493517	12 6534300 6535831
cg01494864	3 185449145 185450909
cg01497501	7 1165939 1167117
cg01500421	5 140050724 140051702
cg01500567	6 44463068 44463850
cg01505176	6 31870893 31871935
cg01505590	11 2906274 2908366
cg01510051	19 61570983 61571926
cg01511567	11 56859304 56860378
cg01512854	5 140460835 140461250
cg01513611	19 5854315 5856791
cg01513661	22 49127616 49129011
cg01515426	17 77441671 77443469
cg01517728	18 66106513 66108201
cg01519742	4 6251644 6253755
cg01520924	14 64075878 64079365
cg01522194	2 27161964 27163473
cg01522721	19 10374833 10376776
cg01526089	17 3766007 3766269
cg01527212	7 5786473 5788046
cg01530101	11 2846828 2848015
cg01531431	20 61621177 61623765
cg01532080	19 18390440 18392704
cg01532103	19 519950 522902
cg01533387	19 18145437 18146156
cg01535453	12 119647706 119648370
cg01536980	6 74286535 74288371
cg01538982	3 48456225 48457397
cg01541629	5 6685422 6687466
cg01543654	17 44155481 44156481
cg01545242	19 14107665 14109898
cg01546046	14 30564446 30565970
cg01546563	8 11602473 11604934
cg01550148	5 134761885 134763912
cg01555431	6 151602349 151604472
cg01557297	14 22890874 22892057
cg01557667	22 41740201 41741732
cg01557989	20 19140330 19141909
cg01561916	2 42873041 42874496
cg01565918	20 56890432 56890958
cg01566170	1 221965941 221967552
cg01568335	2 97628311 97629884
cg01570086	15 72619750 72621176
cg01570769	6 89846628 89848624
cg01570885	6 3794010 3796138
cg01572266	3 61520637 61524141
cg01573562	12 111713652 111713869
cg01578341	15 80122411 80127397
cg01580044	1 114102131 114102430
cg01580681	4 174686012 174689831
cg01580888	19 38246380 38250050
cg01585703	15 37861781 37862626
cg01585758	2 202810699 202811877
cg01587454	8 88954770 88955987
cg01589580	18 75539789 75541988
cg01592593	X 54540363 54540679
cg01593190	5 178703214 178705508
cg01593886	17 45632846 45634134
cg01594214	6 123151903 123153198
cg01594262	19 43497856 43498973
cg01594915	2 177785083 177786533
cg01598046	3 49868650 49869342
cg01599709	5 139705676 139706721
cg01600189	9 66293111 66293903
cg01600782	2 47255974 47257798
cg01601573	4 144475800 144478643
cg01602416	16 79686464 79687903
cg01602430	5 110455631 110456415
cg01603095	12 38785151 38786408
cg01606998	22 48949842 48951841
cg01607495	8 38151733 38152126
cg01610240	1 222368316 222369404
cg01610488	8 73149852 73150676
cg01611640	11 10835571 10837185
cg01615080	2 54195994 54196783
cg01615704	2 110229780 110230960
cg01617750	3 32254265 32255884
cg01618083	11 45825239 45826429
cg01618304	11 93113641 93114838
cg01618660	9 99921886 99922252
cg01620308	20 4614741 4616043
cg01620569	1 33274621 33275439
cg01626197	3 49735775 49737071
cg01626227	7 99354400 99355383
cg01628253	1 152511218 152512056
cg01630869	11 64838358 64840089
cg01632517	X 52669203 52669550
cg01632825	22 17658281 17660249
cg01634119	3 157070632 157072458
cg01635061	6 33267963 33268333
cg01638025	8 25097416 25098881
cg01638735	7 92300024 92304501
cg01639034	1 170016843 170018381
cg01643284	12 104153548 104154416
cg01643580	2 26768692 26770187
cg01644850	19 62884317 62885791
cg01651364	11 95762097 95763324
cg01651593	1 43596544 43597743
cg01651821	2 99163698 99164435
cg01653110	1 169977107 169978593
cg01653445	1 32000877 32002964
cg01654582	4 171247033 171248269
cg01655123	19 48699356 48700980
cg01655341	19 46594759 46595742
cg01655355	19 17843659 17846374
cg01656470	19 62041489 62042391
cg01656955	1 39909589 39910753
cg01657408	5 158567566 158568153
cg01657694	22 19179193 19181636
cg01661993	19 59618082 59618801
cg01662650	X 21783686 21784939
cg01663295	11 65593714 65595347
cg01663570	3 185354938 185356551
cg01663968	20 57015249 57016051
cg01664666	1 240753223 240755388
cg01665633	15 27348312 27349567
cg01667384	19 54669027 54669358
cg01667702	17 7777179 7777416
cg01668383	13 36577453 36577918
cg01668465	2 224175201 224175460
cg01673583	5 70355838 70356131
cg01677098	8 55096819 55098515
cg01677177	9 124733368 124734086
cg01678893	19 12909908 12911465
cg01680762	8 346098 347797
cg01683883	16 65170077 65171345
cg01685739	7 150387173 150388574
cg01687051	16 218761 219685
cg01687711	10 74055299 74056211
cg01692572	8 144982748 144984142
cg01692815	5 77625743 77627232
cg01693108	6 35996139 35997210
cg01693157	2 219825757 219827741
cg01693350	11 32408563 32409903
cg01697732	17 64107560 64109317
cg01697865	11 117361042 117361243
cg01699584	4 44143998 44146017
cg01703884	12 108362343 108362608
cg01704534	4 40212767 40212971
cg01705458	11 27340870 27341584
cg01705587	1 148155815 148156129
cg01708236	6 44340793 44341953
cg01712016	3 13495978 13497310
cg01716061	9 21998555 21999615
cg01716083	6 30136333 30137622
cg01717150	8 140783691 140786611
cg01717706	16 11255994 11258397
cg01718139	19 59258478 59258690
cg01718365	1 23218216 23219536
cg01718602	X 85289360 85290755
cg01722994	16 10183716 10185105
cg01723464	4 6692135 6694398
cg01723747	16 1667453 1668925
cg01725199	9 100609494 100610687
cg01729862	16 1760150 1764076
cg01731341	12 4424550 4424890
cg01731685	22 15945411 15947155
cg01733783	9 127042668 127044226
cg01734338	11 2447407 2447956
cg01735903	8 22157862 22159202
cg01737507	5 122398994 122400910
cg01737532	4 191098165 191099605
cg01738359	13 47775308 47776840
cg01738944	1 1666244 1668644
cg01739965	2 64099135 64100591
cg01743008	X 151672876 151673193
cg01743370	2 162908509 162909358
cg01745448	1 153498335 153499113
cg01745510	12 12760875 12762674
cg01745657	3 112875781 112876338
cg01746088	2 38830946 38832545
cg01753595	9 136672880 136674375
cg01755369	19 10624597 10626912
cg01756060	7 92300024 92304501
cg01757745	10 134605528 134606974
cg01758870	7 23685962 23687263
cg01761409	11 87547744 87548663
cg01765461	18 58142855 58144688
cg01765473	10 89567349 89568720
cg01765641	3 17756160 17756911
cg01773061	1 36635589 36636388
cg01773854	12 51777236 51777521
cg01775414	22 43781383 43785432
cg01776246	17 52392105 52393649
cg01777397	2 29191252 29192588
cg01780107	8 120936799 120938057
cg01780482	2 46376896 46380776
cg01781266	11 12355424 12356620
cg01782320	10 27482726 27485348
cg01782487	1 43055039 43055904
cg01783386	3 53139059 53139808
cg01785060	9 14682925 14683704
cg01785339	1 222611000 222611973
cg01785568	4 4915141 4915899
cg01787047	11 66915580 66916638
cg01788438	1 23542569 23544090
cg01791232	22 27798524 27800384
cg01794265	5 14634345 14635936
cg01794711	18 70313798 70315100
cg01795122	19 53520361 53520819
cg01795697	17 59931838 59934159
cg01796228	5 38631543 38631985
cg01797527	20 6695923 6697667
cg01798443	3 39422823 39423773
cg01800843	11 107597886 107599428
cg01801174	1 159390244 159391318
cg01802635	6 8008961 8009913
cg01802653	4 89731885 89733673
cg01803238	18 59136000 59137100
cg01803810	17 71022571 71025073
cg01804429	4 68897684 68899122
cg01805282	6 133603260 133605886
cg01805540	10 18468996 18470353
cg01805784	5 176805904 176807374
cg01806808	8 142079429 142081562
cg01806928	11 7229230 7230968
cg01808090	16 10744982 10745953
cg01808130	6 8380156 8381258
cg01808706	15 39572496 39575890
cg01809579	9 85783865 85786395
cg01813334	7 2359810 2361837
cg01816336	10 89254191 89255754
cg01817029	12 70951587 70954434
cg01817393	20 56860981 56861502
cg01818492	6 132170218 132171443
cg01819572	3 57179053 57179606
cg01819863	10 32674946 32676775
cg01820777	7 1465100 1466292
cg01824804	5 121440312 121442369
cg01827098	7 149841790 149842156
cg01830294	7 116749909 116752225
cg01833398	12 52180672 52181729
cg01836044	13 60886730 60887871
cg01837574	17 7777179 7777416
cg01837689	18 31900920 31901791
cg01837719	6 96569782 96570973
cg01838317	14 54438128 54439747
cg01839464	18 48122009 48122893
cg01846065	2 152739982 152741292
cg01848594	16 79597334 79599889
cg01849789	22 40027205 40028578
cg01851208	10 82156989 82158923
cg01851385	X 10084659 10085170
cg01851399	12 32940472 32941602
cg01852131	6 30692809 30693959
cg01852328	7 6453356 6454752
cg01856970	4 142776728 142778075
cg01856985	12 6668238 6669317
cg01857260	19 55357951 55358839
cg01860753	1 204796949 204797698
cg01862366	10 95643489 95644471
cg01866162	16 66153010 66155177
cg01866521	11 64401937 64403529
cg01868559	12 15925941 15927280
cg01868782	6 126110346 126113116
cg01870826	7 5078039 5078627
cg01872771	X 18146563 18149630
cg01873645	9 73714799 73716688
cg01875775	22 27467568 27468796
cg01876612	16 83601995 83603414
cg01879488	11 35116811 35117939
cg01880404	19 48771076 48772554
cg01880569	16 81217810 81219323
cg01881255	19 45640400 45642807
cg01882150	11 63689524 63691176
cg01882179	12 92487620 92490276
cg01883521	1 114273207 114274721
cg01883966	6 32046671 32046893
cg01885202	X 18352799 18354496
cg01885635	3 40541070 40542045
cg01887353	X 47226724 47228225
cg01888411	11 34334683 34336681
cg01888566	7 129912883 129914215
cg01892528	22 41814921 41816049
cg01892689	8 97726093 97727293
cg01892727	3 3195934 3196765
cg01895214	2 91211554 91212328
cg01897036	2 119997791 119998904
cg01899253	13 27965729 27968100
cg01900048	2 128175176 128176549
cg01906055	2 96364491 96365774
cg01909487	1 59019869 59023783
cg01909833	6 33045213 33045462
cg01910452	X 152642005 152643632
cg01911082	8 114518007 114518526
cg01913908	3 103637168 103637524
cg01914242	17 3813703 3815010
cg01918706	1 200576920 200578016
cg01918888	1 40399360 40400237
cg01919208	3 49145398 49145615
cg01919488	2 71411771 71413201
cg01920232	12 105500175 105502281
cg01920829	2 219532296 219534294
cg01924619	20 47762891 47764181
cg01924993	11 118469888 118471836
cg01926595	17 4791617 4794773
cg01928902	14 68328497 68332840
cg01929065	12 54408271 54409536
cg01929105	1 9925435 9927034
cg01930621	19 57099495 57100294
cg01931893	16 65140431 65141764
cg01932215	2 128359085 128361013
cg01932459	6 109809499 109811191
cg01934790	16 694923 696505
cg01934797	16 4321445 4321849
cg01936124	5 137906012 137907490
cg01936270	2 38154099 38158196
cg01938354	14 44500155 44502139
cg01939428	7 156623773 156625371
cg01939479	15 28982900 28983818
cg01939597	12 11692827 11694712
cg01939681	5 160906523 160908090
cg01940867	16 371137 373200
cg01940974	9 21791708 21793468
cg01942127	3 53502834 53505321
cg01943185	4 56196371 56197553
cg01944444	6 30796462 30798347
cg01945391	5 40870876 40872122
cg01946574	18 7556410 7558998
cg01947224	19 62781499 62782462
cg01951308	20 30328724 30329486
cg01952458	8 20098753 20099482
cg01954353	12 122486412 122488295
cg01956781	6 170457028 170458319
cg01957330	7 26870108 26871408
